,pair_ID,a,b,ambiguous,template
43,43,She has forgotten to pick up the admission bracelet the box office was reserving for her friend.,Has she forgotten to pick up the admission bracelet the box office was reserving for her friend?,True,1_RC_ambig_2
44,44,She has claimed the ticket the guard was reserving for her friend.,Has she claimed the ticket the guard was reserving for her friend?,True,1_RC_ambig_2
45,45,She has claimed the ticket the guard was saving for her.,Has she claimed the ticket the guard was saving for her?,True,1_RC_ambig_2
46,46,She has tried to transfer the admission bracelet the guard was saving for her friend.,Has she tried to transfer the admission bracelet the guard was saving for her friend?,True,1_RC_ambig_2
47,47,She has forgotten to pick up the admission bracelet the ticket booth was reserving for her friend.,Has she forgotten to pick up the admission bracelet the ticket booth was reserving for her friend?,True,1_RC_ambig_2
48,48,She has tried to transfer the admission bracelet the ticket booth was setting aside for her friend.,Has she tried to transfer the admission bracelet the ticket booth was setting aside for her friend?,True,1_RC_ambig_2
49,49,She has claimed the admission bracelet the guard was reserving for her friend.,Has she claimed the admission bracelet the guard was reserving for her friend?,True,1_RC_ambig_2
50,50,He has swiped the cash his mother was storing on the dresser.,Has he swiped the cash his mother was storing on the dresser?,True,1_RC_ambig_2
51,51,He has grabbed the money his friend was storing on the dresser.,Has he grabbed the money his friend was storing on the dresser?,True,1_RC_ambig_2
52,52,He has stolen the cash his friend was keeping on the dresser.,Has he stolen the cash his friend was keeping on the dresser?,True,1_RC_ambig_2
53,53,He has pilfered the cash his brother was hiding on the dresser.,Has he pilfered the cash his brother was hiding on the dresser?,True,1_RC_ambig_2
54,54,He has stolen the money his father was hiding in the safe.,Has he stolen the money his father was hiding in the safe?,True,1_RC_ambig_2
55,55,He has swiped the cash his brother was hiding in the safe.,Has he swiped the cash his brother was hiding in the safe?,True,1_RC_ambig_2
56,56,He has swiped the money his mother was keeping in the safe.,Has he swiped the money his mother was keeping in the safe?,True,1_RC_ambig_2
57,57,He has stolen the cash his sister was keeping under the bed.,Has he stolen the cash his sister was keeping under the bed?,True,1_RC_ambig_2
58,58,He has grabbed the money his father was keeping on the dresser.,Has he grabbed the money his father was keeping on the dresser?,True,1_RC_ambig_2
59,59,He has swiped the cash his father was keeping in the safe.,Has he swiped the cash his father was keeping in the safe?,True,1_RC_ambig_2
60,60,He has swiped the cash his friend was storing under the bed.,Has he swiped the cash his friend was storing under the bed?,True,1_RC_ambig_2
61,61,He has swiped the cash his mother was storing under the bed.,Has he swiped the cash his mother was storing under the bed?,True,1_RC_ambig_2
62,62,He has pilfered the cash his friend was storing on the dresser.,Has he pilfered the cash his friend was storing on the dresser?,True,1_RC_ambig_2
63,63,He has swiped the money his mother was storing on the dresser.,Has he swiped the money his mother was storing on the dresser?,True,1_RC_ambig_2
64,64,He has pilfered the cash his mother was hiding on the dresser.,Has he pilfered the cash his mother was hiding on the dresser?,True,1_RC_ambig_2
65,65,He has stolen the money his sister was keeping in the safe.,Has he stolen the money his sister was keeping in the safe?,True,1_RC_ambig_2
66,66,He has swiped the money his mother was keeping under the bed.,Has he swiped the money his mother was keeping under the bed?,True,1_RC_ambig_2
67,67,He has stolen the money his brother was hiding in the safe.,Has he stolen the money his brother was hiding in the safe?,True,1_RC_ambig_2
68,68,He has pilfered the cash his brother was keeping in the safe.,Has he pilfered the cash his brother was keeping in the safe?,True,1_RC_ambig_2
69,69,He has pilfered the cash his mother was hiding in the safe.,Has he pilfered the cash his mother was hiding in the safe?,True,1_RC_ambig_2
70,70,He has grabbed the money his mother was storing in the safe.,Has he grabbed the money his mother was storing in the safe?,True,1_RC_ambig_2
71,71,He has grabbed the money his sister was hiding under the bed.,Has he grabbed the money his sister was hiding under the bed?,True,1_RC_ambig_2
72,72,He has stolen the money his friend was keeping under the bed.,Has he stolen the money his friend was keeping under the bed?,True,1_RC_ambig_2
73,73,He has grabbed the money his mother was hiding in the safe.,Has he grabbed the money his mother was hiding in the safe?,True,1_RC_ambig_2
74,74,He has swiped the money his mother was keeping on the dresser.,Has he swiped the money his mother was keeping on the dresser?,True,1_RC_ambig_2
75,75,He has pilfered the cash his father was hiding in the safe.,Has he pilfered the cash his father was hiding in the safe?,True,1_RC_ambig_2
76,76,He has swiped the cash his brother was keeping under the bed.,Has he swiped the cash his brother was keeping under the bed?,True,1_RC_ambig_2
77,77,He has grabbed the money his friend was keeping under the bed.,Has he grabbed the money his friend was keeping under the bed?,True,1_RC_ambig_2
78,78,He has grabbed the money his father was storing on the dresser.,Has he grabbed the money his father was storing on the dresser?,True,1_RC_ambig_2
79,79,He has grabbed the money his father was storing under the bed.,Has he grabbed the money his father was storing under the bed?,True,1_RC_ambig_2
80,80,He has stolen the money his father was storing in the safe.,Has he stolen the money his father was storing in the safe?,True,1_RC_ambig_2
81,81,He has pilfered the cash his friend was storing in the safe.,Has he pilfered the cash his friend was storing in the safe?,True,1_RC_ambig_2
82,82,He has stolen the money his brother was storing in the safe.,Has he stolen the money his brother was storing in the safe?,True,1_RC_ambig_2
83,83,He has grabbed the cash his brother was storing in the safe.,Has he grabbed the cash his brother was storing in the safe?,True,1_RC_ambig_2
84,84,He has pilfered the money his sister was keeping on the dresser.,Has he pilfered the money his sister was keeping on the dresser?,True,1_RC_ambig_2
85,85,He has grabbed the cash his father was storing under the bed.,Has he grabbed the cash his father was storing under the bed?,True,1_RC_ambig_2
86,86,He has grabbed the cash his friend was hiding in the safe.,Has he grabbed the cash his friend was hiding in the safe?,True,1_RC_ambig_2
87,87,He has swiped the money his brother was keeping under the bed.,Has he swiped the money his brother was keeping under the bed?,True,1_RC_ambig_2
88,88,He has swiped the money his friend was hiding on the dresser.,Has he swiped the money his friend was hiding on the dresser?,True,1_RC_ambig_2
89,89,He has swiped the cash his sister was storing on the dresser.,Has he swiped the cash his sister was storing on the dresser?,True,1_RC_ambig_2
90,90,He has grabbed the cash his father was hiding on the dresser.,Has he grabbed the cash his father was hiding on the dresser?,True,1_RC_ambig_2
91,91,He has swiped the money his sister was keeping under the bed.,Has he swiped the money his sister was keeping under the bed?,True,1_RC_ambig_2
92,92,He has pilfered the money his mother was storing under the bed.,Has he pilfered the money his mother was storing under the bed?,True,1_RC_ambig_2
93,93,He has swiped the money his sister was storing in the safe.,Has he swiped the money his sister was storing in the safe?,True,1_RC_ambig_2
94,94,He has grabbed the cash his sister was storing in the safe.,Has he grabbed the cash his sister was storing in the safe?,True,1_RC_ambig_2
95,95,He has grabbed the cash his father was storing on the dresser.,Has he grabbed the cash his father was storing on the dresser?,True,1_RC_ambig_2
96,96,He has stolen the money his friend was storing under the bed.,Has he stolen the money his friend was storing under the bed?,True,1_RC_ambig_2
97,97,He has swiped the cash his brother was storing under the bed.,Has he swiped the cash his brother was storing under the bed?,True,1_RC_ambig_2
98,98,He has stolen the money his father was keeping under the bed.,Has he stolen the money his father was keeping under the bed?,True,1_RC_ambig_2
99,99,He has swiped the cash his father was storing on the dresser.,Has he swiped the cash his father was storing on the dresser?,True,1_RC_ambig_2
100,100,She has lost the bracelet her roommate was saving for her daughter.,Has she lost the bracelet her roommate was saving for her daughter?,True,1_RC_ambig_2
101,101,She has lost the necklace her roommate was holding onto for her friend.,Has she lost the necklace her roommate was holding onto for her friend?,True,1_RC_ambig_2
102,102,She has pawned the ring the jeweler was saving for her friend.,Has she pawned the ring the jeweler was saving for her friend?,True,1_RC_ambig_2
103,103,She has sold the bracelet her roommate was saving for her wife.,Has she sold the bracelet her roommate was saving for her wife?,True,1_RC_ambig_2
104,104,She has pawned the necklace the jeweler was holding onto for her friend.,Has she pawned the necklace the jeweler was holding onto for her friend?,True,1_RC_ambig_2
105,105,She has sold the bracelet her roommate was saving for her daughter.,Has she sold the bracelet her roommate was saving for her daughter?,True,1_RC_ambig_2
106,106,She has sold the necklace her roommate was holding onto for her daughter.,Has she sold the necklace her roommate was holding onto for her daughter?,True,1_RC_ambig_2
107,107,She has lost the bracelet the jeweler was holding onto for her wife.,Has she lost the bracelet the jeweler was holding onto for her wife?,True,1_RC_ambig_2
108,108,She has pawned the ring her roommate was saving for herself.,Has she pawned the ring her roommate was saving for herself?,True,1_RC_ambig_2
109,109,She has pawned the bracelet the jeweler was saving for her daughter.,Has she pawned the bracelet the jeweler was saving for her daughter?,True,1_RC_ambig_2
110,110,She has sold the ring her roommate was saving for herself.,Has she sold the ring her roommate was saving for herself?,True,1_RC_ambig_2
111,111,She has sold the bracelet the jeweler was holding onto for her friend.,Has she sold the bracelet the jeweler was holding onto for her friend?,True,1_RC_ambig_2
112,112,She has sold the ring the jeweler was holding onto for her friend.,Has she sold the ring the jeweler was holding onto for her friend?,True,1_RC_ambig_2
113,113,She has sold the necklace her roommate was saving for her friend.,Has she sold the necklace her roommate was saving for her friend?,True,1_RC_ambig_2
114,114,She has lost the bracelet her roommate was holding onto for her wife.,Has she lost the bracelet her roommate was holding onto for her wife?,True,1_RC_ambig_2
115,115,She has pawned the ring the jeweler was saving for herself.,Has she pawned the ring the jeweler was saving for herself?,True,1_RC_ambig_2
116,116,She has sold the ring the jeweler was holding onto for her wife.,Has she sold the ring the jeweler was holding onto for her wife?,True,1_RC_ambig_2
117,117,She has lost the ring her roommate was holding onto for her friend.,Has she lost the ring her roommate was holding onto for her friend?,True,1_RC_ambig_2
118,118,She has pawned the necklace her roommate was saving for herself.,Has she pawned the necklace her roommate was saving for herself?,True,1_RC_ambig_2
119,119,She has lost the ring the jeweler was saving for her wife.,Has she lost the ring the jeweler was saving for her wife?,True,1_RC_ambig_2
120,120,She has lost the ring the jeweler was saving for herself.,Has she lost the ring the jeweler was saving for herself?,True,1_RC_ambig_2
121,121,She has sold the necklace her roommate was saving for her wife.,Has she sold the necklace her roommate was saving for her wife?,True,1_RC_ambig_2
122,122,She has sold the ring her roommate was holding onto for her wife.,Has she sold the ring her roommate was holding onto for her wife?,True,1_RC_ambig_2
123,123,She has lost the necklace her roommate was holding onto for her daughter.,Has she lost the necklace her roommate was holding onto for her daughter?,True,1_RC_ambig_2
124,124,She has sold the bracelet her roommate was holding onto for her daughter.,Has she sold the bracelet her roommate was holding onto for her daughter?,True,1_RC_ambig_2
125,125,She has pawned the bracelet the jeweler was holding onto for her wife.,Has she pawned the bracelet the jeweler was holding onto for her wife?,True,1_RC_ambig_2
126,126,She has pawned the bracelet the jeweler was saving for her friend.,Has she pawned the bracelet the jeweler was saving for her friend?,True,1_RC_ambig_2
127,127,She has sold the bracelet her roommate was holding onto for herself.,Has she sold the bracelet her roommate was holding onto for herself?,True,1_RC_ambig_2
128,128,She has sold the ring the jeweler was saving for her friend.,Has she sold the ring the jeweler was saving for her friend?,True,1_RC_ambig_2
129,129,She has pawned the bracelet her roommate was saving for her wife.,Has she pawned the bracelet her roommate was saving for her wife?,True,1_RC_ambig_2
130,130,She has pawned the bracelet her roommate was holding onto for her wife.,Has she pawned the bracelet her roommate was holding onto for her wife?,True,1_RC_ambig_2
131,131,She has lost the necklace the jeweler was saving for herself.,Has she lost the necklace the jeweler was saving for herself?,True,1_RC_ambig_2
132,132,She has sold the necklace her roommate was holding onto for herself.,Has she sold the necklace her roommate was holding onto for herself?,True,1_RC_ambig_2
133,133,She has lost the necklace the jeweler was saving for her wife.,Has she lost the necklace the jeweler was saving for her wife?,True,1_RC_ambig_2
134,134,She has sold the ring her roommate was holding onto for her friend.,Has she sold the ring her roommate was holding onto for her friend?,True,1_RC_ambig_2
135,135,She has pawned the ring her roommate was saving for her friend.,Has she pawned the ring her roommate was saving for her friend?,True,1_RC_ambig_2
136,136,She has pawned the bracelet her roommate was saving for herself.,Has she pawned the bracelet her roommate was saving for herself?,True,1_RC_ambig_2
137,137,She has sold the ring her roommate was saving for her friend.,Has she sold the ring her roommate was saving for her friend?,True,1_RC_ambig_2
138,138,She has sold the necklace her roommate was saving for her daughter.,Has she sold the necklace her roommate was saving for her daughter?,True,1_RC_ambig_2
139,139,She has pawned the bracelet the jeweler was saving for her wife.,Has she pawned the bracelet the jeweler was saving for her wife?,True,1_RC_ambig_2
140,140,She has pawned the bracelet the jeweler was holding onto for her daughter.,Has she pawned the bracelet the jeweler was holding onto for her daughter?,True,1_RC_ambig_2
141,141,She has pawned the bracelet the jeweler was holding onto for herself.,Has she pawned the bracelet the jeweler was holding onto for herself?,True,1_RC_ambig_2
142,142,She has lost the necklace the jeweler was holding onto for her daughter.,Has she lost the necklace the jeweler was holding onto for her daughter?,True,1_RC_ambig_2
143,143,She has lost the necklace the jeweler was holding onto for herself.,Has she lost the necklace the jeweler was holding onto for herself?,True,1_RC_ambig_2
144,144,She has sold the bracelet her roommate was saving for her friend.,Has she sold the bracelet her roommate was saving for her friend?,True,1_RC_ambig_2
145,145,She has lost the ring her roommate was saving for her daughter.,Has she lost the ring her roommate was saving for her daughter?,True,1_RC_ambig_2
146,146,She has pawned the ring the jeweler was holding onto for her friend.,Has she pawned the ring the jeweler was holding onto for her friend?,True,1_RC_ambig_2
147,147,She has lost the bracelet the jeweler was holding onto for her daughter.,Has she lost the bracelet the jeweler was holding onto for her daughter?,True,1_RC_ambig_2
148,148,She has pawned the bracelet the jeweler was holding onto for her friend.,Has she pawned the bracelet the jeweler was holding onto for her friend?,True,1_RC_ambig_2
149,149,She has pawned the bracelet her roommate was saving for her daughter.,Has she pawned the bracelet her roommate was saving for her daughter?,True,1_RC_ambig_2
150,150,He has fed the annoying little dog I was walking to the park.,Has he fed the annoying little dog I was walking to the park?,True,1_RC_ambig_2
151,151,He has brushed the dalmatian the dog walker was taking to the park.,Has he brushed the dalmatian the dog walker was taking to the park?,True,1_RC_ambig_2
152,152,He has fed the annoying little dog I was walking outside.,Has he fed the annoying little dog I was walking outside?,True,1_RC_ambig_2
153,153,He has brushed the dog the dog walker was taking outside.,Has he brushed the dog the dog walker was taking outside?,True,1_RC_ambig_2
154,154,He has fed the dalmatian he was walking around the block.,Has he fed the dalmatian he was walking around the block?,True,1_RC_ambig_2
155,155,He has brushed the dog the dog walker was walking outside.,Has he brushed the dog the dog walker was walking outside?,True,1_RC_ambig_2
156,156,He has fed the annoying little dog the dog walker was walking around the block.,Has he fed the annoying little dog the dog walker was walking around the block?,True,1_RC_ambig_2
157,157,He has fed the dog the dog walker was taking to the park.,Has he fed the dog the dog walker was taking to the park?,True,1_RC_ambig_2
158,158,He has brushed the annoying little dog the dog walker was walking outside.,Has he brushed the annoying little dog the dog walker was walking outside?,True,1_RC_ambig_2
159,159,He has brushed the dalmatian he was taking around the block.,Has he brushed the dalmatian he was taking around the block?,True,1_RC_ambig_2
160,160,He has fed the annoying little dog he was walking to the park.,Has he fed the annoying little dog he was walking to the park?,True,1_RC_ambig_2
161,161,He has brushed the annoying little dog I was taking around the block.,Has he brushed the annoying little dog I was taking around the block?,True,1_RC_ambig_2
162,162,He has fed the dog I was walking around the block.,Has he fed the dog I was walking around the block?,True,1_RC_ambig_2
163,163,He has played with the dog I was walking outside.,Has he played with the dog I was walking outside?,True,1_RC_ambig_2
164,164,He has brushed the dog I was taking around the block.,Has he brushed the dog I was taking around the block?,True,1_RC_ambig_2
165,165,He has fed the dalmatian the dog walker was taking outside.,Has he fed the dalmatian the dog walker was taking outside?,True,1_RC_ambig_2
166,166,He has played with the dalmatian the dog walker was walking around the block.,Has he played with the dalmatian the dog walker was walking around the block?,True,1_RC_ambig_2
167,167,He has brushed the annoying little dog I was walking around the block.,Has he brushed the annoying little dog I was walking around the block?,True,1_RC_ambig_2
168,168,He has brushed the dog he was taking outside.,Has he brushed the dog he was taking outside?,True,1_RC_ambig_2
169,169,He has brushed the dalmatian the dog walker was walking around the block.,Has he brushed the dalmatian the dog walker was walking around the block?,True,1_RC_ambig_2
170,170,He has fed the dog the dog walker was walking outside.,Has he fed the dog the dog walker was walking outside?,True,1_RC_ambig_2
171,171,He has fed the dalmatian he was taking around the block.,Has he fed the dalmatian he was taking around the block?,True,1_RC_ambig_2
172,172,He has fed the dog he was walking around the block.,Has he fed the dog he was walking around the block?,True,1_RC_ambig_2
173,173,He has brushed the annoying little dog I was taking to the park.,Has he brushed the annoying little dog I was taking to the park?,True,1_RC_ambig_2
174,174,He has played with the dog he was walking around the block.,Has he played with the dog he was walking around the block?,True,1_RC_ambig_2
175,175,He has played with the annoying little dog the dog walker was taking around the block.,Has he played with the annoying little dog the dog walker was taking around the block?,True,1_RC_ambig_2
176,176,He has fed the annoying little dog he was walking around the block.,Has he fed the annoying little dog he was walking around the block?,True,1_RC_ambig_2
177,177,He has played with the dalmatian he was taking to the park.,Has he played with the dalmatian he was taking to the park?,True,1_RC_ambig_2
178,178,He has brushed the dalmatian I was taking outside.,Has he brushed the dalmatian I was taking outside?,True,1_RC_ambig_2
179,179,He has fed the dog the dog walker was taking around the block.,Has he fed the dog the dog walker was taking around the block?,True,1_RC_ambig_2
180,180,He has brushed the annoying little dog the dog walker was walking around the block.,Has he brushed the annoying little dog the dog walker was walking around the block?,True,1_RC_ambig_2
181,181,He has played with the annoying little dog the dog walker was walking outside.,Has he played with the annoying little dog the dog walker was walking outside?,True,1_RC_ambig_2
182,182,He has fed the dog I was taking outside.,Has he fed the dog I was taking outside?,True,1_RC_ambig_2
183,183,He has played with the dog I was taking to the park.,Has he played with the dog I was taking to the park?,True,1_RC_ambig_2
184,184,He has played with the annoying little dog I was taking outside.,Has he played with the annoying little dog I was taking outside?,True,1_RC_ambig_2
185,185,He has brushed the dog he was walking to the park.,Has he brushed the dog he was walking to the park?,True,1_RC_ambig_2
186,186,He has brushed the dog he was walking around the block.,Has he brushed the dog he was walking around the block?,True,1_RC_ambig_2
187,187,He has brushed the dalmatian he was walking around the block.,Has he brushed the dalmatian he was walking around the block?,True,1_RC_ambig_2
188,188,He has brushed the annoying little dog the dog walker was walking to the park.,Has he brushed the annoying little dog the dog walker was walking to the park?,True,1_RC_ambig_2
189,189,He has fed the dalmatian he was taking outside.,Has he fed the dalmatian he was taking outside?,True,1_RC_ambig_2
190,190,He has brushed the dalmatian I was walking to the park.,Has he brushed the dalmatian I was walking to the park?,True,1_RC_ambig_2
191,191,He has played with the dalmatian he was walking to the park.,Has he played with the dalmatian he was walking to the park?,True,1_RC_ambig_2
192,192,He has brushed the annoying little dog the dog walker was taking to the park.,Has he brushed the annoying little dog the dog walker was taking to the park?,True,1_RC_ambig_2
193,193,He has played with the dalmatian the dog walker was taking outside.,Has he played with the dalmatian the dog walker was taking outside?,True,1_RC_ambig_2
194,194,He has fed the dog he was walking to the park.,Has he fed the dog he was walking to the park?,True,1_RC_ambig_2
195,195,He has played with the dog he was walking to the park.,Has he played with the dog he was walking to the park?,True,1_RC_ambig_2
196,196,He has fed the dalmatian I was taking to the park.,Has he fed the dalmatian I was taking to the park?,True,1_RC_ambig_2
197,197,He has brushed the annoying little dog the dog walker was taking outside.,Has he brushed the annoying little dog the dog walker was taking outside?,True,1_RC_ambig_2
198,198,He has brushed the annoying little dog he was walking to the park.,Has he brushed the annoying little dog he was walking to the park?,True,1_RC_ambig_2
199,199,He has fed the dog the dog walker was walking to the park.,Has he fed the dog the dog walker was walking to the park?,True,1_RC_ambig_2
200,200,She has taken home the dog she was looking at in the pound.,Has she taken home the dog she was looking at in the pound?,True,1_RC_ambig_2
201,201,She has taken home the dog her daughter was caring for in the pound.,Has she taken home the dog her daughter was caring for in the pound?,True,1_RC_ambig_2
202,202,She has adopted the cat her daughter was caring for in the pound.,Has she adopted the cat her daughter was caring for in the pound?,True,1_RC_ambig_2
203,203,She has adopted the bird her daughter was visiting in the animal rescue.,Has she adopted the bird her daughter was visiting in the animal rescue?,True,1_RC_ambig_2
204,204,She has adopted the cat she was visiting in the animal rescue.,Has she adopted the cat she was visiting in the animal rescue?,True,1_RC_ambig_2
205,205,She has taken home the bird she was caring for in the animal rescue.,Has she taken home the bird she was caring for in the animal rescue?,True,1_RC_ambig_2
206,206,She has taken home the cat she was caring for in the shelter.,Has she taken home the cat she was caring for in the shelter?,True,1_RC_ambig_2
207,207,She has taken home the cat her daughter was caring for in the pound.,Has she taken home the cat her daughter was caring for in the pound?,True,1_RC_ambig_2
208,208,She has taken home the bird her daughter was visiting in the animal rescue.,Has she taken home the bird her daughter was visiting in the animal rescue?,True,1_RC_ambig_2
209,209,She has taken home the cat she was caring for in the pound.,Has she taken home the cat she was caring for in the pound?,True,1_RC_ambig_2
210,210,She has taken home the cat she was looking at in the shelter.,Has she taken home the cat she was looking at in the shelter?,True,1_RC_ambig_2
211,211,She has adopted the dog she was looking at in the animal rescue.,Has she adopted the dog she was looking at in the animal rescue?,True,1_RC_ambig_2
212,212,She has taken home the dog her daughter was looking at in the shelter.,Has she taken home the dog her daughter was looking at in the shelter?,True,1_RC_ambig_2
213,213,She has adopted the cat she was visiting in the pound.,Has she adopted the cat she was visiting in the pound?,True,1_RC_ambig_2
214,214,She has taken home the dog her daughter was visiting in the animal rescue.,Has she taken home the dog her daughter was visiting in the animal rescue?,True,1_RC_ambig_2
215,215,She has adopted the bird her daughter was looking at in the animal rescue.,Has she adopted the bird her daughter was looking at in the animal rescue?,True,1_RC_ambig_2
216,216,She has adopted the bird her daughter was visiting in the shelter.,Has she adopted the bird her daughter was visiting in the shelter?,True,1_RC_ambig_2
217,217,She has adopted the bird she was looking at in the shelter.,Has she adopted the bird she was looking at in the shelter?,True,1_RC_ambig_2
218,218,She has taken home the dog her daughter was visiting in the pound.,Has she taken home the dog her daughter was visiting in the pound?,True,1_RC_ambig_2
219,219,She has adopted the cat her daughter was looking at in the animal rescue.,Has she adopted the cat her daughter was looking at in the animal rescue?,True,1_RC_ambig_2
220,220,She has adopted the bird she was visiting in the pound.,Has she adopted the bird she was visiting in the pound?,True,1_RC_ambig_2
221,221,She has taken home the cat her daughter was visiting in the shelter.,Has she taken home the cat her daughter was visiting in the shelter?,True,1_RC_ambig_2
